TransactionID,Date,Time,CustomerName,LoyaltyCard,TotalItems,TotalQTY,Subtotal,DiscountAmount,LoyaltyRedeemed,TotalAmount,AmountPaid,Change,PaymentType,DebtAmount,PointsEarned,UserID,Status
TXN-20260721-0180,21/07/2026,19:41:37,Guest,KM-0000,3,12,800,0,0,800,"8,000","7,200",Full Paid,0,0,USR-002,Completed
TXN-20260721-0181,21/07/2026,19:55:47,Guest,KM-0000,4,5.5,"3,700",0,0,"3,700","3,700",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0182,21/07/2026,20:07:36,Guest,KM-0000,1,1,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0183,21/07/2026,20:12:42,Guest,KM-0000,4,7.5,"6,900",0,0,"6,900","6,900",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0184,21/07/2026,21:39:07,Guest,KM-0000,4,5.5,"3,550",0,0,"3,550","3,550",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0185,21/07/2026,21:58:58,Guest,KM-0000,7,10.5,"4,850",0,0,"4,850","4,850",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0186,21/07/2026,22:12:10,Guest,KM-0000,3,5.5,"2,400",0,0,"2,400","2,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0187,21/07/2026,22:25:10,Guest,KM-0000,2,2,"2,700",0,0,"2,700","2,700",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0188,21/07/2026,22:58:41,Guest,KM-0000,2,2.5,"8,100",0,0,"8,100","8,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0189,22/07/2026,8:51:51,Guest,KM-0000,15,21.75,"10,550",0,0,"10,550","10,550",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0190,22/07/2026,9:00:09,Guest,KM-0000,2,4,"63,100",0,0,"63,100","63,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0191,22/07/2026,9:44:39,Guest,KM-0000,3,4,"1,600",0,0,"1,600","1,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0192,22/07/2026,10:11:00,Guest,KM-0000,2,6,"1,050",0,0,"1,050","1,050",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0193,22/07/2026,10:51:48,Guest,KM-0000,2,7,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0194,22/07/2026,11:05:17,Guest,KM-0000,1,3,"4,500",0,0,"4,500","4,500",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0195,22/07/2026,11:34:04,Guest,KM-0000,4,4,"3,700",0,0,"3,700","3,700",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0196,22/07/2026,11:41:30,Guest,KM-0000,1,1,"6,000",0,0,"6,000","6,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0197,22/07/2026,11:55:15,masai,KM-0007,1,1,200,0,0,200,200,0,Full Paid,0,2,USR-002,Completed
TXN-20260722-0198,22/07/2026,12:07:21,Guest,KM-0000,1,0.5,"1,500",0,0,"1,500","1,500",0,Full Paid,0,0,USR-002,Completed
TXN-20260722-0199,22/07/2026,12:21:15,Guest,KM-0000,3,3.5,"2,100",0,0,"2,100","2,100",0,Full Paid,0,0,USR-002,Completed
