Date,Time,Item,Group,Category,Barcode Number,QTY Sold,Unit Price,Total Price,WAC per PC,Total WAC,Daily Gross Profit,Loyalty Card,Customer Name,Customer Debt Status,Payment Type,UserID,TransactionID
3/21/2026,10:20:04,Portsman,,Sigara & RIZLA,0,1,300,300,220.88,220.88,79.12,,,,,,
3/21/2026,10:20:04,Nyota/Kali,,Sigara & RIZLA,0,3,150,450,85.48,256.43,193.57,,,,,,
3/21/2026,10:20:04,Winston(R),,Sigara & RIZLA,0,25,200,"5,000.00",130.53,"3,263.16","1,736.84",,,,,,
3/21/2026,10:20:04,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/21/2026,11:32:39,Sparletta : 350mL,,Vinywaji,0,1,700,700,563,563,137,,,,,,
3/21/2026,11:32:39,Fanta-Passion : 350mL,,Vinywaji,0,1,700,700,558.33,558.33,141.67,,,,,,
3/21/2026,11:32:39,Pipi/Bigijii@50,,Vitamu,0,6,50,300,31.63,189.8,110.2,,,,,,
3/21/2026,12:28:22,Winston(R),,Sigara & RIZLA,0,4,200,800,130.53,522.11,277.89,,,,,,
3/21/2026,12:28:22,Cocacola : 350mL,,Vinywaji,0,1,700,700,558.3,558.3,141.7,,,,,,
3/21/2026,12:28:22,Pepsi : 350ml,,Vinywaji,0,1,600,600,500,500,100,,,,,,
3/21/2026,17:40:00,Mayai@Kizungu,,Viungo,0,6,300,"1,800.00",266.67,"1,600.00",200,,,,,,
3/21/2026,17:40:00,Mafuta/Kupikia-20L,,Viungo,0,5,"5,000.00","25,000.00","4,060.98","20,304.88","4,695.12",,,,,,
3/21/2026,17:40:00,Winston(R),,Sigara & RIZLA,0,8,200,"1,600.00",130.53,"1,044.21",555.79,,,,,,
3/21/2026,17:40:00,Embassy,,Sigara & RIZLA,0,2,400,800,278.03,556.06,243.94,,,,,,
3/21/2026,17:40:00,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,2,500,"1,000.00",417.29,834.58,165.42,,,,,,
3/21/2026,17:40:00,Pepsi : 350ml,,Vinywaji,0,3,600,"1,800.00",500,"1,500.00",300,,,,,,
3/21/2026,17:40:00,Fanta-Orange : 350mL,,Vinywaji,0,1,700,700,558.33,558.33,141.67,,,,,,
3/21/2026,17:40:00,Fanta-Passion : 350mL,,Vinywaji,0,1,700,700,558.33,558.33,141.67,,,,,,
3/21/2026,17:40:00,Sparletta : 350mL,,Vinywaji,0,1,700,700,563,563,137,,,,,,
3/21/2026,17:40:00,Azam-Punch-300ML,,Vinywaji,6.20301E+12,1,500,500,445.83,445.83,54.17,,,,,,
3/21/2026,20:22:56,Nyota/Kali,,Sigara & RIZLA,0,19,150,"2,850.00",85.48,"1,624.08","1,225.92",,,,,,
3/21/2026,20:22:56,Winston(R),,Sigara & RIZLA,0,59,200,"11,800.00",130.53,"7,701.05","4,098.95",,,,,,
3/21/2026,20:22:56,Winston(R),,Sigara & RIZLA,0,2,200,400,130.18,260.36,139.64,,,,,,
3/21/2026,20:22:56,K-vant(S)-250ML,,Vinywaji,6.203E+12,1.5,"4,000.00","6,000.00","3,340.74","5,011.11",988.89,,,,,,
3/21/2026,20:22:56,Pipi/Bigijii@50,,Vitamu,0,20,50,"1,000.00",31.63,632.65,367.35,,,,,,
3/21/2026,20:22:56,Pipi/Bigijii@100,,Vitamu,0,14,100,"1,400.00",59.76,836.59,563.41,,,,,,
3/21/2026,20:22:56,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/21/2026,20:22:56,Azam-Punch-300ML,,Vinywaji,6.20301E+12,1,500,500,445.83,445.83,54.17,,,,,,
3/21/2026,20:22:56,Neel-Salt-500g,,Viungo,6.20301E+12,1,500,500,287.5,287.5,212.5,,,,,,
3/21/2026,20:22:56,Konyagi(S)- 200ML,,Vinywaji,6.20301E+12,1,"3,800.00","3,800.00","3,523.81","3,523.81",276.19,,,,,,
3/21/2026,20:22:56,Fanta-Passion : 350mL,,Vinywaji,0,2,700,"1,400.00",558.33,"1,116.66",283.34,,,,,,
3/21/2026,20:26:03,Niceone-180g,,Usafi:Jumla,6.20302E+12,3,500,"1,500.00",417.5,"1,252.50",247.5,,,,,,
3/21/2026,20:26:03,Niceone-400g,,Usafi:Jumla,6.20302E+12,1,"1,000.00","1,000.00",837.5,837.5,162.5,,,,,,
3/21/2026,21:17:22,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,2,500,"1,000.00",417.29,834.58,165.42,,,,,,
3/21/2026,21:17:22,Pipi/Bigijii@50,,Vitamu,0,10,50,500,31.63,316.33,183.67,,,,,,
3/21/2026,22:27:05,Uhai(W)-1L,,Vinywaji,6.20301E+12,3,500,"1,500.00",417.49,"1,252.48",247.52,,,,,,
3/21/2026,22:27:05,Nyota/Kali,,Sigara & RIZLA,0,4,150,600,85.48,341.91,258.09,,,,,,
3/21/2026,22:27:05,Winston(R),,Sigara & RIZLA,0,2,200,400,130.53,261.05,138.95,,,,,,
3/21/2026,22:27:05,Fanta-Orange-600ML,,Vinywaji,5.449E+12,1,"1,000.00","1,000.00",833.33,833.33,166.67,,,,,,
3/21/2026,22:27:05,Pipi/Bigijii@50,,Vitamu,0,2,50,100,31.63,63.27,36.73,,,,,,
3/22/2026,8:55:04,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/22/2026,8:55:04,Winston(R),,Sigara & RIZLA,0,6,200,"1,200.00",130.53,783.16,416.84,,,,,,
3/22/2026,8:55:04,Pipi/Bigijii@50,,Vitamu,0,2,50,100,31.63,63.27,36.73,,,,,,
3/22/2026,8:55:04,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/22/2026,9:27:34,Master(R),,Sigara & RIZLA,0,2,150,300,104.65,209.31,90.69,,,,,,
3/22/2026,18:11:38,Embassy,,Sigara & RIZLA,0,3,400,"1,200.00",278.03,834.09,365.91,,,,,,
3/22/2026,18:11:38,Portsman,,Sigara & RIZLA,0,2,300,600,220.88,441.76,158.24,,,,,,
3/22/2026,18:11:38,Winston(R),,Sigara & RIZLA,0,11,200,"2,200.00",130.18,"1,431.96",768.04,,,,,,
3/22/2026,18:11:38,Smart Gin-200ML,,Vinywaji,6.20301E+12,2,"2,000.00","4,000.00","1,744.28","3,488.56",511.44,,,,,,
3/22/2026,18:11:38,Pipi/Bigijii@50,,Vitamu,0,20,50,"1,000.00",31.63,632.65,367.35,,,,,,
3/22/2026,18:11:38,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/22/2026,18:11:38,Uhai(W)-1.6L,,Vinywaji,6.20301E+12,1,700,700,498.15,498.15,201.85,,,,,,
3/22/2026,18:11:38,Pipi/Bigijii@100,,Vitamu,0,11,100,"1,100.00",59.76,657.32,442.68,,,,,,
3/22/2026,18:11:38,RIZLA,,Sigara & RIZLA,0,2,800,"1,600.00",550,"1,100.00",500,,,,,,
3/22/2026,18:42:10,Winston(R),,Sigara & RIZLA,0,1,200,200,130.53,130.53,69.47,,,,,,
3/22/2026,18:42:10,Niceone-180g,,Usafi:Jumla,6.20302E+12,1,500,500,417.5,417.5,82.5,,,,,,
3/22/2026,18:42:10,Niceone-400g,,Usafi:Jumla,6.20302E+12,2,"1,000.00","2,000.00",837.5,"1,675.00",325,,,,,,
3/22/2026,19:37:13,Mayai@Kizungu,,Viungo,0,2,350,700,266.67,533.33,166.67,,,,,,
3/22/2026,21:56:08,Winston(R),,Sigara & RIZLA,0,2,200,400,130.53,261.05,138.95,,,,,,
3/22/2026,21:56:08,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/22/2026,21:56:08,Master(R),,Sigara & RIZLA,0,2,150,300,104.65,209.31,90.69,,,,,,
3/22/2026,21:56:08,Sembe-25kg,,Nafaka,0,1.5,"1,500.00","2,250.00","1,180.00","1,770.00",480,,,,,,
3/22/2026,22:23:40,Mirinda-Black : 350ml,,Vinywaji,0,2,600,"1,200.00",500,"1,000.00",200,,,,,,
3/22/2026,22:23:40,Winston(R),,Sigara & RIZLA,0,6,200,"1,200.00",130.53,783.16,416.84,,,,,,
3/22/2026,22:23:40,Nyota/Kali,,Sigara & RIZLA,0,10,150,"1,500.00",85.48,854.78,645.22,,,,,,
3/22/2026,22:23:40,Pipi/Bigijii@50,,Vitamu,0,14,50,700,31.63,442.86,257.14,,,,,,
3/22/2026,22:23:40,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/22/2026,22:23:40,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/22/2026,22:23:40,Mosquito :COIL,,Afya,0,7,250,"1,750.00",140,980,770,,,,,,
3/22/2026,22:28:10,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/22/2026,22:28:10,Uhai(W)-1.6L,,Vinywaji,6.20301E+12,1,700,700,498.15,498.15,201.85,,,,,,
3/22/2026,23:05:34,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/22/2026,23:05:34,Winston(R),,Sigara & RIZLA,0,2,200,400,130.53,261.05,138.95,,,,,,
3/23/2026,9:28:24,Winston(R),,Sigara & RIZLA,0,5,200,"1,000.00",130.53,652.63,347.37,,,,,,
3/23/2026,9:28:24,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/23/2026,9:28:24,Niceone-180g,,Usafi:Jumla,6.20302E+12,1,500,500,417.5,417.5,82.5,,,,,,
3/23/2026,9:28:24,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,9:28:24,Pipi/Bigijii@50,,Vitamu,0,8,50,400,31.63,253.06,146.94,,,,,,
3/23/2026,9:28:24,Mirinda-600mL,,Vinywaji,6.2011E+12,1,"1,000.00","1,000.00",830.3,830.3,169.7,,,,,,
3/23/2026,13:08:11,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,13:08:11,Winston(R),,Sigara & RIZLA,0,1,200,200,130.53,130.53,69.47,,,,,,
3/23/2026,13:08:11,Niceone-180g,,Usafi:Jumla,6.20302E+12,3,500,"1,500.00",417.5,"1,252.50",247.5,,,,,,
3/23/2026,15:51:12,Mayai@Kizungu,,Viungo,0,4,350,"1,400.00",266.67,"1,066.67",333.33,,,,,,
3/23/2026,15:51:12,Winston(R),,Sigara & RIZLA,0,17,200,"3,400.00",130.53,"2,218.95","1,181.05",,,,,,
3/23/2026,15:51:12,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,15:51:12,Double(KK)-200ml,,Vinywaji,6.20301E+12,1.5,"2,000.00","3,000.00","1,794.67","2,692.00",308,,,,,,
3/23/2026,15:56:28,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/23/2026,15:56:28,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,16:25:15,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/23/2026,16:25:15,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,16:25:15,Kiwembe : Dorco,,Usafi:Binafsi,8.80104E+12,1,150,150,85,85,65,,,,,,
3/23/2026,16:25:15,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,1,500,500,417.29,417.29,82.71,,,,,,
3/23/2026,17:32:36,Uhai(W)-1.6L,,Vinywaji,6.20301E+12,4,700,"2,800.00",498.15,"1,992.59",807.41,,,,,,
3/23/2026,19:38:07,Pipi/Bigijii@50,,Vitamu,0,7,50,350,31.63,221.43,128.57,,,,,,
3/23/2026,19:38:07,Winston(R),,Sigara & RIZLA,0,8,200,"1,600.00",130.53,"1,044.21",555.79,,,,,,
3/23/2026,19:38:07,Pepsi : 350ml,,Vinywaji,0,1,600,600,500,500,100,,,,,,
3/23/2026,19:38:07,Neel-Salt-200g,,Viungo,6.20301E+12,1,300,300,166.67,166.67,133.33,,,,,,
3/23/2026,19:38:07,Mafuta/Kupikia-20L,,Viungo,0,4,"5,000.00","20,000.00","4,060.98","16,243.90","3,756.10",,,,,,
3/23/2026,19:38:07,Winston(R),,Sigara & RIZLA,0,3,200,600,130.18,390.54,209.46,,,,,,
3/23/2026,19:38:07,Jobo-200ML,,Vinywaji,6.20304E+12,1,"2,000.00","2,000.00","1,723.96","1,723.96",276.04,,,,,,
3/23/2026,19:38:07,Smart Gin-200ML,,Vinywaji,6.20301E+12,2.5,"2,000.00","5,000.00","1,744.28","4,360.70",639.3,,,,,,
3/23/2026,19:38:07,Double(KK)-200ml,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,794.67","1,794.67",205.33,,,,,,
3/23/2026,19:38:07,Pipi/Bigijii@100,,Vitamu,0,2,100,200,59.76,119.51,80.49,,,,,,
3/23/2026,19:38:07,RIZLA,,Sigara & RIZLA,0,1,800,800,550,550,250,,,,,,
3/23/2026,19:38:07,Mshumaa,,Jikoni,6.203E+12,2,500,"1,000.00",277.78,555.56,444.44,,,,,,
3/23/2026,19:38:07,Mayai@Kizungu,,Viungo,0,2,350,700,266.67,533.33,166.67,,,,,,
3/23/2026,19:38:07,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/23/2026,19:38:07,Master(R),,Sigara & RIZLA,0,3,150,450,104.65,313.96,136.04,,,,,,
3/23/2026,22:10:59,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,2,500,"1,000.00",417.29,834.58,165.42,,,,,,
3/23/2026,22:10:59,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/23/2026,22:10:59,Portsman,,Sigara & RIZLA,0,2,300,600,220.88,441.76,158.24,,,,,,
3/23/2026,22:10:59,Nyota/Kali,,Sigara & RIZLA,0,4,150,600,85.48,341.91,258.09,,,,,,
3/23/2026,22:10:59,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/23/2026,22:10:59,K-vant(S)-250ML,,Vinywaji,6.203E+12,1,"4,000.00","4,000.00","3,340.74","3,340.74",659.26,,,,,,
3/23/2026,22:10:59,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/23/2026,22:10:59,Mosquito :COIL,,Afya,0,4,250,"1,000.00",140,560,440,,,,,,
3/23/2026,22:10:59,Jambo:Bolibo-300ml,,Vinywaji,6.203E+12,1,500,500,428.57,428.57,71.43,,,,,,
3/23/2026,23:16:55,Nyota/Kali,,Sigara & RIZLA,0,3,150,450,85.48,256.43,193.57,,,,,,
3/23/2026,23:16:55,Mosquito :COIL,,Afya,0,3,250,750,140,420,330,,,,,,
3/23/2026,23:16:55,Master(R),,Sigara & RIZLA,0,1,150,150,104.65,104.65,45.35,,,,,,
3/23/2026,23:16:55,Uhai(W)-1L,,Vinywaji,6.20301E+12,2,500,"1,000.00",417.49,834.98,165.02,,,,,,
3/23/2026,23:16:55,Portsman,,Sigara & RIZLA,0,1,300,300,220.88,220.88,79.12,,,,,,
3/23/2026,23:16:55,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,1,500,500,417.29,417.29,82.71,,,,,,
3/23/2026,23:16:55,Jambo:Bolibo-300ml,,Vinywaji,6.203E+12,1,500,500,428.57,428.57,71.43,,,,,,
3/23/2026,23:16:55,Winston(R),,Sigara & RIZLA,0,5,200,"1,000.00",130.53,652.63,347.37,,,,,,
3/23/2026,23:16:55,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/23/2026,23:16:55,Embassy,,Sigara & RIZLA,0,1,400,400,278.03,278.03,121.97,,,,,,
3/24/2026,10:11:53,Niceone-180g,,Usafi:Jumla,6.20302E+12,1,500,500,417.5,417.5,82.5,,,,,,
3/24/2026,10:11:53,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/24/2026,10:11:53,Tambi-25kg (Kupima),,Nafaka,0,1,"2,800.00","2,800.00","2,140.00","2,140.00",660,,,,,,
3/24/2026,10:11:53,Winston(R),,Sigara & RIZLA,0,1,200,200,130.53,130.53,69.47,,,,,,
3/24/2026,10:11:53,Master(R),,Sigara & RIZLA,0,1,150,150,104.65,104.65,45.35,,,,,,
3/24/2026,11:03:57,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/24/2026,11:03:57,Winston(R),,Sigara & RIZLA,0,1,200,200,130.53,130.53,69.47,,,,,,
3/24/2026,12:30:59,Jambo:Bolibo-300ml,,Vinywaji,6.203E+12,1,500,500,428.57,428.57,71.43,,,,,,
3/24/2026,12:30:59,Azam-Cola-300ML,,Vinywaji,6.20301E+12,2,500,"1,000.00",423.55,847.1,152.9,,,,,,
3/24/2026,12:30:59,Master(R),,Sigara & RIZLA,0,1,150,150,104.65,104.65,45.35,,,,,,
3/24/2026,12:30:59,Winston(R),,Sigara & RIZLA,0,4,200,800,130.53,522.11,277.89,,,,,,
3/24/2026,12:30:59,Mayai@Kizungu,,Viungo,0,1,350,350,266.67,266.67,83.33,,,,,,
3/24/2026,12:30:59,Winston(R),,Sigara & RIZLA,0,3,200,600,130.18,390.54,209.46,,,,,,
3/24/2026,12:30:59,Mafuta/Kupikia-20L,,Viungo,0,1.5,"5,000.00","7,500.00","4,060.98","6,091.46","1,408.54",,,,,,
3/24/2026,12:34:15,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/24/2026,12:34:15,Winston(R),,Sigara & RIZLA,0,3,200,600,130.18,390.54,209.46,,,,,,
3/24/2026,16:17:03,Winston(R),,Sigara & RIZLA,0,10,200,"2,000.00",130.53,"1,305.26",694.74,,,,,,
3/24/2026,16:17:03,Mayai@Kizungu,,Viungo,0,3,350,"1,050.00",266.67,800,250,,,,,,
3/24/2026,16:17:03,Nyota/Kali,,Sigara & RIZLA,0,2,150,300,85.48,170.96,129.04,,,,,,
3/24/2026,16:17:03,Pipi/Bigijii@50,,Vitamu,0,4,50,200,31.63,126.53,73.47,,,,,,
3/24/2026,16:17:03,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/24/2026,16:17:03,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,1,500,500,417.29,417.29,82.71,,,,,,
3/24/2026,16:17:03,Pepsi : 350ml,,Vinywaji,0,1,600,600,500,500,100,,,,,,
3/24/2026,16:17:03,Mirinda-Black : 350ml,,Vinywaji,0,1,600,600,500,500,100,,,,,,
3/24/2026,17:41:48,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/24/2026,17:41:48,Tressa :Shampoo - 10ML,,Usafi:Binafsi,6.20305E+12,2,200,400,125,250,150,,,,,,
3/24/2026,17:41:48,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/24/2026,17:41:25,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/24/2026,17:41:25,Tressa :Shampoo - 10ML,,Usafi:Binafsi,6.20305E+12,2,200,400,125,250,150,,,,,,
3/24/2026,17:41:25,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/24/2026,20:17:01,Winston(R),,Sigara & RIZLA,0,8,200,"1,600.00",130.53,"1,044.21",555.79,,,,,,
3/24/2026,20:17:01,Neel-Salt-200g,,Viungo,6.20301E+12,1,300,300,166.67,166.67,133.33,,,,,,
3/24/2026,20:17:01,Pepsi : 350ml,,Vinywaji,0,1,600,600,500,500,100,,,,,,
3/24/2026,20:17:01,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/24/2026,20:17:01,Master(R),,Sigara & RIZLA,0,1,150,150,104.65,104.65,45.35,,,,,,
3/24/2026,20:17:01,Mshumaa,,Jikoni,6.203E+12,1,500,500,277.78,277.78,222.22,,,,,,
3/24/2026,20:17:01,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/24/2026,20:17:01,Sembe-25kg,,Nafaka,0,1,"1,500.00","1,500.00","1,180.00","1,180.00",320,,,,,,
3/24/2026,20:17:01,Pipi/Bigijii@50,,Vitamu,0,3,50,150,31.63,94.9,55.1,,,,,,
3/24/2026,20:17:01,Pipi/Bigijii@100,,Vitamu,0,2,100,200,59.76,119.51,80.49,,,,,,
3/24/2026,20:17:01,Nyota/Kali,,Sigara & RIZLA,0,2,150,300,85.48,170.96,129.04,,,,,,
3/24/2026,20:17:01,Jambo:Cocopine-300ml,,Vinywaji,6.203E+12,1,500,500,417.29,417.29,82.71,,,,,,
3/24/2026,20:54:08,Winston(R),,Sigara & RIZLA,0,9,200,"1,800.00",130.53,"1,174.74",625.26,,,,,,
3/24/2026,20:54:08,Mayai@Kizungu,,Viungo,0,4,350,"1,400.00",266.67,"1,066.67",333.33,,,,,,
3/24/2026,21:25:08,K-vant(S)-250ML,,Vinywaji,6.203E+12,0.5,"4,000.00","2,000.00","3,340.74","1,670.37",329.63,,,,,,
3/24/2026,21:52:09,Master(R),,Sigara & RIZLA,0,1,150,150,104.65,104.65,45.35,,,,,,
3/24/2026,21:52:09,Uhai(W)-1L,,Vinywaji,6.20301E+12,3,500,"1,500.00",417.49,"1,252.48",247.52,,,,,,
3/24/2026,21:52:09,Portsman,,Sigara & RIZLA,0,3,300,900,220.88,662.65,237.35,,,,,,
3/24/2026,21:52:09,Nyota/Kali,,Sigara & RIZLA,0,2,150,300,85.48,170.96,129.04,,,,,,
3/24/2026,21:52:09,Mayai@Kizungu,,Viungo,0,4,350,"1,400.00",266.67,"1,066.67",333.33,,,,,,
3/24/2026,21:52:09,Sembe-25kg,,Nafaka,0,5,"1,500.00","7,500.00","1,180.00","5,900.00","1,600.00",,,,,,
3/24/2026,22:12:15,Smart Gin-200ML,,Vinywaji,6.20301E+12,1,"2,000.00","2,000.00","1,744.28","1,744.28",255.72,,,,,,
3/24/2026,22:12:15,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/24/2026,22:56:56,Winston(R),,Sigara & RIZLA,0,6,200,"1,200.00",130.53,783.16,416.84,,,,,,
3/24/2026,22:56:56,Pipi/Bigijii@100,,Vitamu,0,1,100,100,59.76,59.76,40.24,,,,,,
3/24/2026,22:56:56,Nyota/Kali,,Sigara & RIZLA,0,2,150,300,85.48,170.96,129.04,,,,,,
3/24/2026,22:56:56,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/25/2026,9:25:29,Winston(R),,Sigara & RIZLA,0,7,200,"1,400.00",130.53,913.68,486.32,,,,,,
3/25/2026,9:25:29,Azam-Malt-300ML,,Vinywaji,6.00964E+12,1,600,600,496.79,496.79,103.21,,,,,,
3/25/2026,9:25:29,Embassy,,Sigara & RIZLA,0,1,400,400,278.03,278.03,121.97,,,,,,
3/25/2026,9:25:29,Jambo:Bolibo-300ml,,Vinywaji,6.203E+12,1,500,500,428.57,428.57,71.43,,,,,,
3/25/2026,9:25:29,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/25/2026,9:25:29,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,9:25:29,Azam-Cola-300ML,,Vinywaji,6.20301E+12,1,500,500,423.55,423.55,76.45,,,,,,
3/25/2026,9:25:29,K-vant(S)-250ML,,Vinywaji,6.203E+12,0.5,"4,000.00","2,000.00","3,340.74","1,670.37",329.63,,,,,,
3/25/2026,9:49:08,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,10:11:58,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,10:16:28,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/25/2026,10:26:27,Sembe-25kg,,Nafaka,0,5,"1,500.00","7,500.00","1,180.00","5,900.00","1,600.00",,,,,,
3/25/2026,10:26:27,Sukari(Kupima) - 50kg,,Viungo,0,1,"3,000.00","3,000.00","2,360.00","2,360.00",640,,,,,,
3/25/2026,18:13:11,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,18:30:28,Azam-Malt-300ML,,Vinywaji,6.00964E+12,2,600,"1,200.00",496.79,993.59,206.41,,,,,,
3/25/2026,18:30:28,Azam-Cola-300ML,,Vinywaji,6.20301E+12,2,500,"1,000.00",423.55,847.1,152.9,,,,,,
3/25/2026,18:30:28,Uhai(W)-1.6L,,Vinywaji,6.20301E+12,2,700,"1,400.00",498.15,996.3,403.7,,,,,,
3/25/2026,18:30:28,Uhai(W)-1L,,Vinywaji,6.20301E+12,1,500,500,417.49,417.49,82.51,,,,,,
3/25/2026,18:30:28,Fanta-Orange : 350mL,,Vinywaji,0,1,700,700,558.33,558.33,141.67,,,,,,
3/25/2026,18:30:28,Fanta-Orange-600ML,,Vinywaji,5.449E+12,1,"1,000.00","1,000.00",833.33,833.33,166.67,,,,,,
3/25/2026,18:30:28,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,18:30:28,Mayai@Kizungu,,Viungo,0,4,350,"1,400.00",266.67,"1,066.67",333.33,,,,,,
3/25/2026,18:30:28,Sukari(Kupima) - 50kg,,Viungo,0,0.3,"3,000.00",750,"2,360.00",590,160,,,,,,
3/25/2026,18:30:28,Niceone-180g,,Usafi:Jumla,6.20302E+12,4,500,"2,000.00",417.5,"1,670.00",330,,,,,,
3/25/2026,18:30:28,Niceone-400g,,Usafi:Jumla,6.20302E+12,1,"1,000.00","1,000.00",837.5,837.5,162.5,,,,,,
3/25/2026,18:30:28,Portsman,,Sigara & RIZLA,0,2,300,600,220.88,441.76,158.24,,,,,,
3/25/2026,18:30:28,Pipi/Bigijii@50,,Vitamu,0,16,50,800,31.63,506.12,293.88,,,,,,
3/25/2026,18:30:28,Pipi/Bigijii@100,,Vitamu,0,6,100,600,59.76,358.54,241.46,,,,,,
3/25/2026,18:30:28,Jambo:Bolibo-300ml,,Vinywaji,6.203E+12,1,500,500,428.57,428.57,71.43,,,,,,
3/25/2026,18:30:28,Sembe-25kg,,Nafaka,0,0.3,"1,500.00",375,"1,180.00",295,80,,,,,,
3/25/2026,18:32:11,Winston(R),,Sigara & RIZLA,0,3,200,600,130.53,391.58,208.42,,,,,,
3/25/2026,18:33:27,Smart Gin-200ML,,Vinywaji,6.20301E+12,0.5,"2,000.00","1,000.00","1,744.28",872.14,127.86,,,,,,
3/25/2026,18:40:30,Mafuta/Kupikia-20L,,Viungo,0,1,"6,000.00","6,000.00","4,060.98","4,060.98","1,939.02",,,,,,
